Precision,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),Logit_B1,Mean_Logit_Runs,Std_Logit_Runs,Range_Logit_Runs
fp32,question_005,16,27,5,1079,9.411251994606573e-06,9.411894097866025e-06,2.5845139917102244e-10,6.639311322942376e-10,24.23249053955078,24.23251724243164,1.6651487385388464e-05,5.53131103515625e-05
fp32,question_005,16,27,6,2776,6.46036187390564e-06,6.4607370404701214e-06,1.4694130634484992e-10,4.069988790433854e-10,23.85626983642578,23.85628318786621,1.1392519809305668e-05,4.9591064453125e-05
fp32,question_005,16,27,7,3278,1.64851815043221e-06,1.6485488458783948e-06,2.7850373049420618e-11,1.1016254575224593e-10,22.490461349487305,22.490434646606445,8.472999070363585e-06,4.00543212890625e-05
fp32,question_005,16,27,8,13133,1.3888351304558455e-06,1.3889143701817375e-06,3.98141727919743e-11,1.0595613275654614e-10,22.319049835205078,22.319061279296875,1.869340121629648e-05,5.7220458984375e-05
fp32,question_005,16,27,9,4658,1.3695322422790923e-06,1.369616938973195e-06,2.4865526304651553e-11,7.048583938740194e-11,22.3050537109375,22.305072784423828,8.377427548111882e-06,3.814697265625e-05
fp32,question_005,16,27,10,1969,1.1499010952320532e-06,1.1499548691062955e-06,1.308158963098105e-11,5.707079253625125e-11,22.130260467529297,22.13026237487793,1.1636153431027196e-05,3.0517578125e-05
fp32,question_005,16,28,1,311,0.9999998807907104,0.9999998211860657,0.0,0.0,37.414329528808594,37.414302825927734,1.484694530518027e-05,5.340576171875e-05
fp32,question_005,16,28,2,77,6.7374919865415e-08,6.737666069511761e-08,1.2090146592202977e-12,5.137223979545524e-12,20.901336669921875,20.90133285522461,9.112248335441109e-06,4.1961669921875e-05
fp32,question_005,16,28,3,983,2.6647995809980785e-08,2.6648919515537273e-08,5.099445713786788e-13,1.4228618283596006e-12,19.973777770996094,19.97378158569336,1.2981466170458589e-05,3.814697265625e-05
fp32,question_005,16,28,4,847,1.9087448066557045e-08,1.9087824654206997e-08,1.2486448778149112e-13,6.536993168992922e-13,19.640094757080078,19.64008331298828,1.557170253363438e-05,4.38690185546875e-05
fp32,question_005,16,28,5,279,1.8532432477513794e-08,1.8532666956616595e-08,3.0370036997393046e-13,1.3091749906379846e-12,19.610586166381836,19.61056900024414,5.751835942646721e-06,2.288818359375e-05
fp32,question_005,16,28,6,458,6.217232950689322e-09,6.2173324266723284e-09,5.2760449004499166e-14,2.3669954885008337e-13,18.518388748168945,18.518375396728516,1.1096107300545555e-05,2.86102294921875e-05
fp32,question_005,16,28,7,369,6.215643555407269e-09,6.216002823578037e-09,5.917010994669833e-14,3.0819791163594346e-13,18.51813316345215,18.518159866333008,8.987874025478959e-06,3.4332275390625e-05
fp32,question_005,16,28,8,537,4.445392498553247e-09,4.445420920262677e-09,4.7077254339842126e-14,2.0339285811132868e-13,18.182931900024414,18.18290901184082,5.508316462510265e-06,2.288818359375e-05
fp32,question_005,16,28,9,944,4.370691808475158e-09,4.370697137545676e-09,8.213250907293176e-14,2.5002222514558525e-13,18.165985107421875,18.165956497192383,1.1197657840966713e-05,3.62396240234375e-05
fp32,question_005,16,28,10,15442,3.3823857048531636e-09,3.382348845448746e-09,6.036745539214627e-14,2.1938006966593093e-13,17.909645080566406,17.909603118896484,8.96345591172576e-06,3.62396240234375e-05
fp32,question_005,16,29,1,15442,0.8068827986717224,0.8068782091140747,2.7862065508088563e-06,1.3649463653564453e-05,37.652061462402344,37.65205383300781,1.8761176761472598e-05,6.4849853515625e-05
fp32,question_005,16,29,2,3293,0.14912115037441254,0.14912612736225128,2.4077255602605874e-06,1.1712312698364258e-05,35.96364212036133,35.96367263793945,2.1741618184023537e-05,6.4849853515625e-05
fp32,question_005,16,29,3,5157,0.021198583766818047,0.021198417991399765,3.146336666759453e-07,1.1920928955078125e-06,34.0128173828125,34.0128059387207,7.90660396887688e-06,2.288818359375e-05
fp32,question_005,16,29,4,23643,0.014556782320141792,0.01455636601895094,2.1540363093208725e-07,7.767230272293091e-07,33.636940002441406,33.63690948486328,1.3143217074684799e-05,4.57763671875e-05
fp32,question_005,16,29,5,4226,0.0015979561721906066,0.0015979611780494452,4.281288568108721e-08,1.3632234185934067e-07,31.427608489990234,31.4276065826416,1.145084297604626e-05,4.38690185546875e-05
fp32,question_005,16,29,6,1744,0.0011861013481393456,0.0011861458187922835,1.932349391609023e-08,8.172355592250824e-08,31.129554748535156,31.129589080810547,1.3125867553753778e-05,5.53131103515625e-05
fp32,question_005,16,29,7,1401,0.0011628495994955301,0.0011629427317529917,2.370851248656436e-08,7.497146725654602e-08,31.109756469726562,31.109832763671875,8.439700650342274e-06,3.62396240234375e-05
fp32,question_005,16,29,8,3535,0.0008489693282172084,0.0008490048348903656,1.5465749569898435e-08,5.430774763226509e-08,30.795150756835938,30.795188903808594,1.1077804629167076e-05,4.9591064453125e-05
fp32,question_005,16,29,9,5244,0.0007946660625748336,0.0007946912664920092,2.151592148891268e-08,5.163019523024559e-08,30.729049682617188,30.72907829284668,1.6539102944079787e-05,6.866455078125e-05
fp32,question_005,16,29,10,14198,0.0006714888149872422,0.0006714846240356565,1.2275045868648249e-08,4.738103598356247e-08,30.560625076293945,30.56061363220215,1.950467049027793e-05,7.2479248046875e-05
fp32,question_005,16,30,1,892,0.8143587112426758,0.8143628239631653,1.6141018477355829e-06,6.973743438720703e-06,35.85759735107422,35.857666015625,1.5581512343487702e-05,4.9591064453125e-05
fp32,question_005,16,30,2,1493,0.18248321115970612,0.1824791431427002,1.5664520560676465e-06,6.794929504394531e-06,34.361854553222656,34.36189270019531,1.3415567082120106e-05,4.57763671875e-05
fp32,question_005,16,30,3,1817,0.0029518059454858303,0.0029516625218093395,5.3788401288557e-08,1.6624107956886292e-07,30.237613677978516,30.237627029418945,9.377175047120545e-06,3.62396240234375e-05
fp32,question_005,16,30,4,1846,6.317372026387602e-05,6.317255611065775e-05,3.6416078486034564e-10,2.4010660126805305e-09,26.393329620361328,26.393373489379883,1.4753938557987567e-05,4.1961669921875e-05
fp32,question_005,16,30,5,279,5.5107830121414736e-05,5.510495975613594e-05,3.230208323046213e-10,1.8480932340025902e-09,26.256732940673828,26.256742477416992,1.4000540431879926e-05,4.00543212890625e-05
fp32,question_005,16,30,6,825,2.8477017622208223e-05,2.8476530133048072e-05,4.717705670564953e-10,1.5188561519607902e-09,25.596538543701172,25.59658432006836,2.377479540882632e-05,6.866455078125e-05
fp32,question_005,16,30,7,1246,1.69891045516124e-05,1.698827873042319e-05,1.9762018410585114e-10,8.421920938417315e-10,25.080013275146484,25.080028533935547,9.159643013845198e-06,3.62396240234375e-05
fp32,question_005,16,30,8,1128,1.622503623366356e-05,1.6224119463004172e-05,2.086536637913028e-10,6.675691111013293e-10,25.03399658203125,25.03400421142578,7.2691423156356905e-06,3.62396240234375e-05
fp32,question_005,16,30,9,3118,1.029323448165087e-05,1.0292607839801349e-05,1.4026034500513873e-10,5.793481250293553e-10,24.578927993774414,24.578929901123047,1.744076143950224e-05,5.53131103515625e-05
fp32,question_005,16,30,10,323,9.868386769085191e-06,9.867871085589286e-06,1.1426744966902547e-10,4.129105946049094e-10,24.53677749633789,24.536787033081055,8.225772944570053e-06,4.00543212890625e-05
fp32,question_005,16,31,1,315,0.5666590332984924,0.5666610598564148,5.121190497447969e-06,1.7344951629638672e-05,32.58514404296875,32.58515167236328,1.032176169246668e-05,4.9591064453125e-05
fp32,question_005,16,31,2,825,0.3947882354259491,0.3947875201702118,5.262820650386857e-06,1.7970800399780273e-05,32.22373580932617,32.22373580932617,1.5074550901772454e-05,4.9591064453125e-05
fp32,question_005,16,31,3,5754,0.03454849496483803,0.0345471166074276,4.719990158719156e-07,2.1941959857940674e-06,29.787750244140625,29.7877140045166,1.5022412299003918e-05,5.91278076171875e-05
fp32,question_005,16,31,4,5114,0.0030163158662617207,0.0030163340270519257,5.830127847161748e-08,1.9441358745098114e-07,27.349422454833984,27.349430084228516,1.52685879584169e-05,5.340576171875e-05
fp32,question_005,16,31,5,11454,0.0003220590006094426,0.0003220850776415318,6.99110724866614e-09,2.450542524456978e-08,25.11236572265625,25.112451553344727,2.0860496078967117e-05,8.96453857421875e-05
fp32,question_005,16,31,6,2999,0.00020508091256488115,0.000205081858439371,3.0469589074044734e-09,8.658389560878277e-09,24.661035537719727,24.66104507446289,1.6510555724380538e-05,4.57763671875e-05
fp32,question_005,16,31,7,949,0.0001228601613547653,0.0001228616019943729,2.1553148155106783e-09,1.0026269592344761e-08,24.148677825927734,24.148693084716797,2.0059711459907703e-05,9.72747802734375e-05
fp32,question_005,16,31,8,12239,0.0001183492349809967,0.00011834478937089443,1.6605752328757717e-09,6.213667802512646e-09,24.111270904541016,24.111234664916992,1.3508582924259827e-05,3.4332275390625e-05
fp32,question_005,16,31,9,6174,8.339942723978311e-05,8.340196654899046e-05,1.8187586992013394e-09,5.231413524597883e-09,23.761272430419922,23.76130485534668,2.1246694814180955e-05,5.91278076171875e-05
fp32,question_005,16,31,10,4226,5.856009011040442e-05,5.8557554439175874e-05,4.153203336798583e-10,1.3642420526593924e-09,23.407684326171875,23.407644271850586,1.0066802133223973e-05,4.38690185546875e-05
fp32,question_005,16,32,1,1493,0.9983318448066711,0.9983317255973816,0.0,0.0,34.12901306152344,34.12900924682617,9.454294740862679e-06,3.4332275390625e-05
fp32,question_005,16,32,2,362,0.0014786763349547982,0.0014787667896598577,1.9476514623306684e-08,5.0640664994716644e-08,27.61407470703125,27.6141357421875,1.987068753805943e-05,6.29425048828125e-05
fp32,question_005,16,32,3,279,0.00017283711349591613,0.00017284222121816128,2.2291524182094236e-09,9.225914254784584e-09,25.46752166748047,25.467548370361328,1.9117025658488274e-05,7.62939453125e-05
fp32,question_005,16,32,4,1846,1.135981801780872e-05,1.136020728154108e-05,1.431438440002708e-10,4.984030965715647e-10,22.745254516601562,22.74528694152832,1.6363504983019084e-05,5.340576171875e-05
fp32,question_005,16,32,5,2606,1.9875963062077062e-06,1.987633595490479e-06,4.261363484303615e-11,1.1732481652870774e-10,21.002098083496094,21.002113342285156,2.7366317226551473e-05,7.05718994140625e-05
fp32,question_005,16,32,6,1105,1.747969236021163e-06,1.7480271026215632e-06,2.544605672005762e-11,6.673417374258861e-11,20.873626708984375,20.873659133911133,2.0042700271005742e-05,6.67572021484375e-05
fp32,question_005,16,32,7,100001,4.938929123454727e-07,4.939050768371089e-07,5.414609299120299e-12,2.0691004465334117e-11,19.6097354888916,19.609758377075195,1.3616647265735082e-05,4.76837158203125e-05
fp32,question_005,16,32,8,825,3.2611467304377584e-07,3.2612479117233306e-07,2.043308014107459e-12,1.0544454198679887e-11,19.194665908813477,19.1946964263916,1.1828800779767334e-05,3.62396240234375e-05
fp32,question_005,16,32,9,43910,2.895300781347032e-07,2.8952160846529296e-07,1.6728424201417624e-12,7.73070496506989e-12,19.07567596435547,19.075647354125977,9.472738383919932e-06,4.57763671875e-05
fp32,question_005,16,32,10,4220,1.3350091876418446e-07,1.3350387462196522e-07,1.0743465578971767e-12,4.334310688136611e-12,18.301525115966797,18.301546096801758,1.4036905668035615e-05,5.91278076171875e-05
fp32,question_005,16,33,1,11454,0.8234977722167969,0.8235165476799011,2.395037654423504e-06,7.3909759521484375e-06,37.44486999511719,37.44497299194336,9.62786089075962e-06,3.4332275390625e-05
fp32,question_005,16,33,2,12239,0.15375745296478271,0.15373924374580383,2.3557972781418357e-06,7.450580596923828e-06,35.766685485839844,35.76665115356445,1.1661166354315355e-05,4.57763671875e-05
fp32,question_005,16,33,3,2606,0.017120318487286568,0.017120087519288063,1.481644318346298e-07,6.817281246185303e-07,33.57157516479492,33.5716438293457,7.700231435592286e-06,2.6702880859375e-05
fp32,question_005,16,33,4,374,0.0021902432199567556,0.002190196420997381,1.5720258872420345e-08,8.940696716308594e-08,31.515321731567383,31.515384674072266,1.1280343642283697e-05,4.38690185546875e-05
fp32,question_005,16,33,5,27787,0.001764147775247693,0.0017641085432842374,2.3785688085808943e-08,7.706694304943085e-08,31.29897689819336,31.29903793334961,1.3894752555643208e-05,4.38690185546875e-05
fp32,question_005,16,33,6,1850,0.0006337784579955041,0.0006337350350804627,8.52305248599805e-09,3.486638888716698e-08,30.275253295898438,30.2752685546875,1.053781306836754e-05,4.9591064453125e-05
fp32,question_005,16,33,7,362,0.000338997837388888,0.0003389736812096089,3.6295841887579172e-09,1.1612428352236748e-08,29.649547576904297,29.649559020996094,1.4082238521950785e-05,4.00543212890625e-05
fp32,question_005,16,33,8,16555,0.00024548597866669297,0.00024546802160330117,2.636358242824599e-09,9.924406185746193e-09,29.326793670654297,29.32680320739746,1.0619317436066922e-05,2.47955322265625e-05
fp32,question_005,16,33,9,5754,0.00018254559836350381,0.00018254034512210637,2.112981789537116e-09,6.271875463426113e-09,29.030553817749023,29.030607223510742,1.0049867341876961e-05,3.4332275390625e-05
fp32,question_005,16,33,10,3501,0.00013565171684604138,0.00013564463006332517,1.2667898952045675e-09,6.970367394387722e-09,28.733644485473633,28.73367691040039,8.097727913991548e-06,4.00543212890625e-05
fp32,question_005,16,34,1,1850,0.7402357459068298,0.7402477860450745,2.799251660690061e-06,1.3947486877441406e-05,37.61753845214844,37.61762237548828,1.6263302313745953e-05,6.866455078125e-05
fp32,question_005,16,34,2,12440,0.11343225836753845,0.11342550069093704,1.5100104064913467e-06,6.951391696929932e-06,35.74177551269531,35.74177932739258,1.0945958820229862e-05,5.340576171875e-05
fp32,question_005,16,34,3,29257,0.040244054049253464,0.04024237394332886,6.092427042858617e-07,2.3283064365386963e-06,34.70553207397461,34.7055549621582,2.1094643670949154e-05,6.4849853515625e-05
fp32,question_005,16,34,4,6696,0.029797406867146492,0.02979694865643978,6.073462373024086e-07,2.1401792764663696e-06,34.404991149902344,34.40503692626953,1.3758294699073303e-05,5.340576171875e-05
fp32,question_005,16,34,5,374,0.026982221752405167,0.02698122151196003,4.096430643585336e-07,1.6521662473678589e-06,34.305747985839844,34.3057746887207,6.7567420956038404e-06,1.9073486328125e-05
fp32,question_005,16,34,6,16555,0.01868683099746704,0.01868598349392414,2.987115124142292e-07,1.5664845705032349e-06,33.93838882446289,33.93840789794922,1.9057135432376526e-05,0.0001068115234375
fp32,question_005,16,34,7,14758,0.01315219234675169,0.013151716440916061,1.922721111213832e-07,6.565824151039124e-07,33.587158203125,33.587181091308594,9.906435479933862e-06,5.340576171875e-05
fp32,question_005,16,34,8,14230,0.006671388167887926,0.0066710892133414745,1.4671846315650328e-07,6.007030606269836e-07,32.90839767456055,32.908416748046875,1.3188043340051081e-05,6.103515625e-05
fp32,question_005,16,34,9,11253,0.005827262531965971,0.005827012471854687,1.0570095554385261e-07,4.2887404561042786e-07,32.77311706542969,32.77313995361328,1.7985892554861493e-05,7.2479248046875e-05
fp32,question_005,16,34,10,5707,0.00272613437846303,0.002726038685068488,5.0909626736483915e-08,2.477318048477173e-07,32.01345443725586,32.013484954833984,1.4339653716888279e-05,6.866455078125e-05
fp32,question_005,16,35,1,11253,0.9734907746315002,0.9734903573989868,2.978082989102404e-07,1.0132789611816406e-06,38.23191833496094,38.23192596435547,1.5730352970422246e-05,5.7220458984375e-05
fp32,question_005,16,35,2,16555,0.02385140024125576,0.023851700127124786,2.2670236887734063e-07,7.040798664093018e-07,34.52287292480469,34.52288818359375,1.1865527994814329e-05,3.4332275390625e-05
fp32,question_005,16,35,3,14758,0.0014271519612520933,0.0014271908439695835,1.6428082005859324e-08,7.229391485452652e-08,31.706710815429688,31.70674705505371,8.413798241235781e-06,3.24249267578125e-05
fp32,question_005,16,35,4,14230,0.0007436277810484171,0.00074364198371768,1.3728513437172296e-08,3.67872416973114e-08,31.0548152923584,31.05484390258789,1.5939669538056478e-05,4.1961669921875e-05
fp32,question_005,16,35,5,4226,0.0002824016846716404,0.0002824077382683754,3.2300238039795204e-09,1.3737007975578308e-08,30.086605072021484,30.086631774902344,9.54403822106542e-06,3.62396240234375e-05
fp32,question_005,16,35,6,476,0.00012592499842867255,0.00012592088023666292,2.6663331542664537e-09,7.58154783397913e-09,29.278961181640625,29.278934478759766,1.5945915947668254e-05,4.57763671875e-05
fp32,question_005,16,35,7,25963,1.9597979189711623e-05,1.9598648577812128e-05,2.5218596655385284e-10,1.1095835361629725e-09,27.418701171875,27.41874122619629,7.5361485869507305e-06,3.4332275390625e-05
fp32,question_005,16,35,8,10868,1.793526826077141e-05,1.793558658391703e-05,2.3508628377300056e-10,8.403731044381857e-10,27.33004379272461,27.330068588256836,8.181011253327597e-06,4.00543212890625e-05
fp32,question_005,16,35,9,18653,1.4226118764781859e-05,1.4225889572117012e-05,2.397815279664428e-10,1.0222720447927713e-09,27.09835433959961,27.098344802856445,1.3411558938969392e-05,8.392333984375e-05
fp32,question_005,16,35,10,40155,1.181742027256405e-05,1.181793868454406e-05,1.9086447700100706e-10,8.931237971410155e-10,26.91284942626953,26.91290283203125,1.6149911971297115e-05,7.2479248046875e-05
fp32,question_005,16,36,1,279,0.8550422787666321,0.8550416231155396,7.928966851977748e-07,4.0531158447265625e-06,33.8239860534668,33.823944091796875,1.2873396372015122e-05,4.1961669921875e-05
fp32,question_005,16,36,2,429,0.1261221170425415,0.12612231075763702,7.270992909980123e-07,3.769993782043457e-06,31.910085678100586,31.91004753112793,1.2798837815353181e-05,3.62396240234375e-05
fp32,question_005,16,36,3,476,0.011387616395950317,0.011387978680431843,1.2302272978104156e-07,3.4552067518234253e-07,29.505361557006836,29.505355834960938,1.988023541343864e-05,4.9591064453125e-05
fp32,question_005,16,36,4,419,0.007069140672683716,0.007069217041134834,6.883336567398146e-08,1.7695128917694092e-07,29.028573989868164,29.028547286987305,9.47479475144064e-06,3.24249267578125e-05
fp32,question_005,16,36,5,1246,0.0002933866053353995,0.00029336908482946455,4.822411803218074e-09,2.3283064365386963e-08,25.84657096862793,25.846471786499023,1.5105537386261858e-05,8.0108642578125e-05
fp32,question_005,16,36,6,1128,4.566605275613256e-05,4.5662993215955794e-05,4.6045645074599406e-10,2.0590960048139095e-09,23.986434936523438,23.986330032348633,1.3777143067272846e-05,5.340576171875e-05
fp32,question_005,16,36,7,911,1.620242983335629e-05,1.6201609469135292e-05,2.0589217830657702e-10,7.530616130679846e-10,22.950241088867188,22.950151443481445,1.7960406694328412e-05,4.57763671875e-05
fp32,question_005,16,36,8,264,7.649998224223964e-06,7.650141924386844e-06,1.1364252594514568e-10,5.07498043589294e-10,22.199785232543945,22.199764251708984,2.041646803263575e-05,8.20159912109375e-05
fp32,question_005,16,36,9,432,4.546994659904158e-06,4.5470437726180535e-06,6.166760851966657e-11,2.346496330574155e-10,21.679546356201172,21.67951774597168,1.4820637261436787e-05,7.2479248046875e-05
fp32,question_005,16,36,10,3425,4.499260739976307e-06,4.4994444579060655e-06,6.899176369090654e-11,2.473825588822365e-10,21.66899299621582,21.668996810913086,9.050154403666966e-06,4.00543212890625e-05
fp32,question_005,16,37,1,3405,0.994889497756958,0.9948896765708923,8.908762083592592e-08,3.5762786865234375e-07,39.43353271484375,39.43361282348633,2.789560312521644e-05,8.0108642578125e-05
fp32,question_005,16,37,2,12818,0.004910797346383333,0.004910608753561974,7.258557133127397e-08,3.543682396411896e-07,34.122337341308594,34.12237548828125,2.4575520001235418e-05,6.866455078125e-05
fp32,question_005,16,37,3,6131,0.00014366056711878628,0.00014365097740665078,2.9064251005905817e-09,9.531504474580288e-09,30.590599060058594,30.59061050415039,1.2444816093193367e-05,4.76837158203125e-05
fp32,question_005,16,37,4,3239,3.009600732184481e-05,3.0093877285253257e-05,2.8701432897015877e-10,1.2514647096395493e-09,29.027538299560547,29.027545928955078,2.3336820959229954e-05,7.43865966796875e-05
fp32,question_005,16,37,5,7385,1.7070522517315112e-05,1.7069232853827998e-05,6.921323514319511e-10,2.1118466975167394e-09,28.460498809814453,28.46050262451172,1.6642090486129746e-05,5.14984130859375e-05
fp32,question_005,16,37,6,9934,2.2516364879265893e-06,2.2514739157486474e-06,5.3918813858189196e-11,1.709850039333105e-10,26.434803009033203,26.4348087310791,1.2439358215488028e-05,4.1961669921875e-05
fp32,question_005,16,37,7,8381,1.8997313873114763e-06,1.8995608570548939e-06,7.09654418562522e-11,1.9190338207408786e-10,26.26485824584961,26.264848709106445,1.4785779058001935e-05,4.76837158203125e-05
fp32,question_005,16,37,8,17995,1.2634656059162808e-06,1.2634045560844243e-06,2.9503788301354916e-11,8.901679393602535e-11,25.857004165649414,25.85703468322754,1.2414572665875312e-05,5.14984130859375e-05
fp32,question_005,16,37,9,60536,1.2536811482277699e-06,1.2535878113340004e-06,2.757497702399192e-11,8.822098607197404e-11,25.84922981262207,25.84923553466797,1.2577263987623155e-05,4.57763671875e-05
fp32,question_005,16,37,10,7286,6.074084240026423e-07,6.073524332350644e-07,1.885312565785835e-11,5.189804141991772e-11,25.124591827392578,25.124576568603516,6.584955372090917e-06,2.09808349609375e-05
fp32,question_005,16,38,1,13,0.6265871524810791,0.6265691518783569,2.9655545858986443e-06,1.430511474609375e-05,37.03694534301758,37.036861419677734,1.7388772903359495e-05,8.0108642578125e-05
fp32,question_005,16,38,2,476,0.29500943422317505,0.2950234115123749,2.4391888473473955e-06,1.1295080184936523e-05,36.28366470336914,36.283653259277344,1.2502252502599731e-05,4.9591064453125e-05
fp32,question_005,16,38,3,911,0.0429011695086956,0.04290319234132767,8.233311632466211e-07,2.4959444999694824e-06,34.35555648803711,34.35554504394531,2.6487834475119598e-05,8.0108642578125e-05
fp32,question_005,16,38,4,382,0.02223578654229641,0.022237420082092285,2.8707393084914656e-07,1.000240445137024e-06,33.698360443115234,33.69837951660156,1.766495370247867e-05,6.4849853515625e-05
fp32,question_005,16,38,5,3118,0.010370069183409214,0.010370255447924137,1.3347623450954416e-07,5.392357707023621e-07,32.93558120727539,32.935543060302734,1.615557266632095e-05,6.4849853515625e-05
fp32,question_005,16,38,6,304,0.0018357475055381656,0.0018357518129050732,3.2100722080485866e-08,9.487848728895187e-08,31.20410919189453,31.204057693481445,2.004709494940471e-05,8.96453857421875e-05
fp32,question_005,16,38,7,11,0.0003009330830536783,0.0003009399224538356,5.0188537770168296e-09,1.5890691429376602e-08,29.395790100097656,29.395755767822266,1.767283902154304e-05,6.103515625e-05
fp32,question_005,16,38,8,553,0.00024585254141129553,0.0002458492526784539,2.5745532372667412e-09,1.225271262228489e-08,29.193634033203125,29.19356346130371,1.9809125660685822e-05,0.0001010894775390625
fp32,question_005,16,38,9,8826,0.00018188708054367453,0.000181888448423706,2.523017794686666e-09,1.0186340659856796e-08,28.892288208007812,28.892240524291992,1.5347888620453887e-05,7.82012939453125e-05
fp32,question_005,16,38,10,45245,0.00010263094736728817,0.00010263357398798689,1.5812247067259477e-09,6.490154191851616e-09,28.32004165649414,28.320009231567383,1.4733716852788348e-05,6.67572021484375e-05
fp32,question_005,16,39,1,576,0.965330958366394,0.9653312563896179,3.250347617722582e-07,1.1324882507324219e-06,39.947784423828125,39.947837829589844,1.2233599591127131e-05,4.57763671875e-05
fp32,question_005,16,39,2,4354,0.01618264801800251,0.016182586550712585,2.3754516575991147e-07,9.071081876754761e-07,35.8592529296875,35.85930252075195,7.601581273775082e-06,3.0517578125e-05
fp32,question_005,16,39,3,6771,0.005932271014899015,0.005932381842285395,4.258251351529907e-08,2.016313374042511e-07,34.85572052001953,34.85578918457031,1.4655721315648407e-05,4.9591064453125e-05
fp32,question_005,16,39,4,358,0.004789040889590979,0.004788763355463743,5.82369388268944e-08,2.193264663219452e-07,34.64164352416992,34.641639709472656,1.4306465345725883e-05,6.866455078125e-05
fp32,question_005,16,39,5,33763,0.003546295687556267,0.0035462230443954468,2.931469467171155e-08,1.4761462807655334e-07,34.341217041015625,34.34124755859375,9.137206689047161e-06,2.288818359375e-05
fp32,question_005,16,39,6,8704,0.0018395974766463041,0.00183949526399374,2.319863234845343e-08,9.837094694375992e-08,33.68486022949219,33.68485641479492,1.736217745929025e-05,5.340576171875e-05
fp32,question_005,16,39,7,2619,0.0012251462321728468,0.0012250966392457485,1.540474592331975e-08,8.789356797933578e-08,33.27837371826172,33.27838897705078,1.3968020539323334e-05,4.57763671875e-05
fp32,question_005,16,39,8,1084,0.00035459286300465465,0.0003545813087839633,3.4555369676780856e-09,9.42964106798172e-09,32.03852844238281,32.038543701171875,1.8002621800405905e-05,6.103515625e-05
fp32,question_005,16,39,9,8886,0.00033615107531659305,0.00033614589483477175,5.3257025456332485e-09,1.8684659153223038e-08,31.985118865966797,31.98515510559082,2.0336005036369897e-05,4.38690185546875e-05
fp32,question_005,16,39,10,27107,0.00013284558372106403,0.00013284494343679398,3.1546603107557303e-09,9.080395102500916e-09,31.056745529174805,31.056793212890625,1.7612717783777043e-05,6.4849853515625e-05
fp32,question_005,16,40,1,3405,0.8929896354675293,0.8929795026779175,1.6305814369843574e-06,5.602836608886719e-06,37.86900329589844,37.86894607543945,1.6729263734305277e-05,5.340576171875e-05
fp32,question_005,16,40,2,11454,0.1037696972489357,0.10377969592809677,1.5719546127002104e-06,5.677342414855957e-06,35.71660232543945,35.71664810180664,1.876281385193579e-05,8.0108642578125e-05
fp32,question_005,16,40,3,2606,0.001877208473160863,0.0018772394396364689,4.23732622323314e-08,1.0593794286251068e-07,31.704214096069336,31.70418357849121,2.119000600941945e-05,9.5367431640625e-05
fp32,question_005,16,40,4,4226,0.000622175692114979,0.0006221641669981182,1.2596423459854122e-08,3.39350663125515e-08,30.599895477294922,30.599830627441406,1.8658311091712676e-05,6.4849853515625e-05
fp32,question_005,16,40,5,5042,0.00039491281495429575,0.00039493251824751496,6.401319918580839e-09,2.3457687348127365e-08,30.14533805847168,30.145341873168945,7.456722414644901e-06,4.00543212890625e-05
fp32,question_005,16,40,6,1196,0.0002619855513330549,0.0002619916049297899,2.616707295288734e-09,1.0011717677116394e-08,29.734962463378906,29.73493766784668,1.88572612387361e-05,7.05718994140625e-05
fp32,question_005,16,40,7,4024,2.9795299269608222e-05,2.9797018214594573e-05,3.3781297203994143e-10,1.4133547665551305e-09,27.561023712158203,27.56103515625,9.713472536532208e-06,3.814697265625e-05
fp32,question_005,16,40,8,2033,1.8328468286199495e-05,1.8328959413338453e-05,1.360558193885808e-10,5.002220859751105e-10,27.07512855529785,27.07510757446289,1.0486594874237198e-05,3.4332275390625e-05
fp32,question_005,16,40,9,1616,7.412294962705346e-06,7.412614650093019e-06,1.2292319939710694e-10,4.0881786844693124e-10,26.16981315612793,26.169811248779297,1.0774267138913274e-05,4.1961669921875e-05
fp32,question_005,16,40,10,5754,6.338318598864134e-06,6.338631465041544e-06,1.0577909381748185e-10,3.597051545511931e-10,26.013286590576172,26.013290405273438,1.4549034858646337e-05,5.91278076171875e-05
fp32,question_005,16,41,1,2578,0.25860294699668884,0.25861623883247375,2.5484716843493516e-06,9.715557098388672e-06,37.646759033203125,37.64688491821289,1.591752516105771e-05,6.4849853515625e-05
fp32,question_005,16,41,2,4436,0.25670209527015686,0.2567030191421509,2.570933247625362e-06,8.970499038696289e-06,37.639381408691406,37.63945770263672,1.1308817192912102e-05,5.340576171875e-05
fp32,question_005,16,41,3,5086,0.14370325207710266,0.1437004953622818,1.023578988679219e-06,4.9173831939697266e-06,37.0592155456543,37.059268951416016,1.111973870138172e-05,5.340576171875e-05
fp32,question_005,16,41,4,4977,0.1330016553401947,0.132997065782547,1.0442611255712109e-06,3.7997961044311523e-06,36.98182678222656,36.981868743896484,1.3147425306669902e-05,5.340576171875e-05
fp32,question_005,16,41,5,3171,0.10880984365940094,0.10880514234304428,1.3423414202407002e-06,4.000961780548096e-06,36.78106689453125,36.781097412109375,1.446769147150917e-05,4.57763671875e-05
